,release_year,Adult,Kids,Older Kids,Teens,Movie,TV Show,show_duration,movie_duration
2574,2015,0,0,0,1,1,0,0,133
2575,2012,0,0,0,1,1,0,0,127
2576,2011,0,0,0,1,1,0,0,131
2577,2005,0,0,1,0,1,0,0,90
2578,2018,1,0,0,0,1,0,0,88
2579,2017,1,0,0,0,1,0,0,87
2580,2005,0,0,1,0,1,0,0,82
2581,2012,0,0,0,1,1,0,0,86
2582,2017,1,0,0,0,1,0,0,100
2583,2018,1,0,0,0,1,0,0,57
2584,2018,1,0,0,0,1,0,0,95
2585,2018,0,0,1,0,1,0,0,124
2586,2018,1,0,0,0,1,0,0,72
2587,2018,1,0,0,0,1,0,0,93
2588,2018,0,0,1,0,1,0,0,92
2589,2018,0,0,1,0,1,0,0,133
2590,2018,0,0,0,1,1,0,0,105
2591,2018,0,0,0,1,1,0,0,101
2592,2018,0,1,0,0,1,0,0,88
2593,2018,1,0,0,0,1,0,0,113
2594,2018,1,0,0,0,1,0,0,71
2595,2018,1,0,0,0,1,0,0,75
2596,2018,1,0,0,0,0,1,1,0
2597,2018,0,0,0,1,1,0,0,66
2598,2018,0,0,0,1,1,0,0,83
2599,2018,1,0,0,0,1,0,0,110
2600,2018,0,0,1,0,1,0,0,88
2601,2013,1,0,0,0,1,0,0,77
2602,2012,1,0,0,0,1,0,0,58
2603,2012,1,0,0,0,1,0,0,69
2604,2012,1,0,0,0,1,0,0,61
2605,2018,0,0,0,1,1,0,0,88
2606,2006,0,0,0,1,1,0,0,122
2607,2013,1,0,0,0,1,0,0,60
2608,2003,0,0,0,1,1,0,0,166
2609,2013,0,0,0,1,1,0,0,107
2610,2018,1,0,0,0,1,0,0,94
2611,2010,0,0,1,0,1,0,0,87
2612,2018,0,0,0,1,1,0,0,92
2613,2007,0,0,0,1,1,0,0,130
2614,2015,0,0,0,1,1,0,0,88
2615,2010,0,0,0,1,1,0,0,128
2616,2018,1,0,0,0,1,0,0,94
2617,2012,1,0,0,0,1,0,0,69
2618,2017,1,0,0,0,1,0,0,90
2619,2018,1,0,0,0,1,0,0,101
2620,2018,1,0,0,0,1,0,0,77
2621,2018,0,0,0,1,1,0,0,89
2622,2018,1,0,0,0,1,0,0,98
2623,2018,1,0,0,0,1,0,0,66
2624,2014,1,0,0,0,1,0,0,103
2625,2018,1,0,0,0,1,0,0,95
2626,2016,0,0,0,1,1,0,0,89
2627,2018,1,0,0,0,1,0,0,119
2628,2018,1,0,0,0,1,0,0,70
2629,2018,1,0,0,0,1,0,0,121
2630,2018,1,0,0,0,1,0,0,106
2631,2018,1,0,0,0,1,0,0,106
2632,2017,0,0,0,1,1,0,0,113
2633,2017,1,0,0,0,1,0,0,119
2634,2018,1,0,0,0,1,0,0,100
2635,2018,1,0,0,0,1,0,0,110
2636,2018,1,0,0,0,1,0,0,66
2637,2017,0,0,0,1,1,0,0,126
2638,2017,1,0,0,0,1,0,0,130
2639,2018,1,0,0,0,1,0,0,110
2640,2015,1,0,0,0,1,0,0,85
2641,2018,1,0,0,0,1,0,0,117
2642,2018,1,0,0,0,1,0,0,63
2643,2018,1,0,0,0,1,0,0,94
2644,2018,0,0,0,1,1,0,0,74
2645,2018,0,0,0,1,1,0,0,58
2646,2018,1,0,0,0,1,0,0,117
2647,2007,1,0,0,0,1,0,0,89
2648,2018,1,0,0,0,1,0,0,158
2649,1979,0,0,0,1,1,0,0,100
2650,2018,1,0,0,0,1,0,0,64
2651,2017,1,0,0,0,1,0,0,92
2652,2018,1,0,0,0,1,0,0,63
2653,2018,0,0,0,1,1,0,0,105
2654,2018,1,0,0,0,1,0,0,67
2655,2007,0,0,0,1,1,0,0,91
2656,2018,1,0,0,0,1,0,0,92
2657,2018,0,1,0,0,1,0,0,87
2658,2018,1,0,0,0,1,0,0,100
2659,2018,1,0,0,0,1,0,0,113
2660,2018,1,0,0,0,1,0,0,105
2661,2018,0,0,0,1,1,0,0,94
2662,2017,1,0,0,0,1,0,0,109
2663,2017,1,0,0,0,1,0,0,99
2664,2018,1,0,0,0,1,0,0,89
2665,2017,1,0,0,0,1,0,0,92
2666,2017,1,0,0,0,1,0,0,105
2667,2017,0,0,0,1,1,0,0,130
2668,2018,1,0,0,0,1,0,0,98
2669,2017,1,0,0,0,1,0,0,90
2670,2018,1,0,0,0,1,0,0,65
2671,2018,0,0,1,0,1,0,0,92
2672,2008,0,1,0,0,1,0,0,25
2673,2016,0,0,0,1,1,0,0,101
2674,2017,1,0,0,0,1,0,0,90
2675,2017,1,0,0,0,1,0,0,96
2676,2017,0,0,0,1,1,0,0,115
2677,2017,1,0,0,0,1,0,0,92
2678,2018,0,0,0,1,1,0,0,93
2679,2017,1,0,0,0,1,0,0,95
2680,2018,0,0,0,1,1,0,0,117
2681,2018,1,0,0,0,1,0,0,66
2682,2017,0,0,1,0,1,0,0,97
2683,2018,0,1,0,0,1,0,0,78
2684,2018,1,0,0,0,1,0,0,102
2685,2018,0,0,1,0,1,0,0,62
2686,2018,1,0,0,0,1,0,0,97
2687,2018,1,0,0,0,1,0,0,105
2688,2017,1,0,0,0,1,0,0,90
2689,2017,1,0,0,0,1,0,0,107
2690,2018,0,0,0,1,1,0,0,105
2691,2018,1,0,0,0,1,0,0,99
2692,2017,1,0,0,0,1,0,0,108
2693,2018,1,0,0,0,1,0,0,66
2694,2018,1,0,0,0,1,0,0,75
2695,2018,1,0,0,0,1,0,0,96
2696,2017,0,0,0,1,1,0,0,95
2697,2018,0,0,0,1,1,0,0,32
2698,2018,1,0,0,0,1,0,0,70
2699,2017,1,0,0,0,1,0,0,94
2700,2018,1,0,0,0,1,0,0,78
2701,2018,1,0,0,0,1,0,0,91
2702,2018,1,0,0,0,1,0,0,75
2703,2017,1,0,0,0,1,0,0,105
2704,2017,0,0,0,1,1,0,0,96
2705,2009,0,0,1,0,1,0,0,132
2706,2012,1,0,0,0,1,0,0,60
2707,2004,0,0,0,1,1,0,0,171
2708,2016,0,0,0,1,1,0,0,116
2709,2007,0,0,0,1,1,0,0,169
2710,2005,0,0,1,0,1,0,0,134
2711,2000,0,0,0,1,1,0,0,159
2712,2017,1,0,0,0,1,0,0,87
2713,2018,1,0,0,0,1,0,0,103
2714,2018,1,0,0,0,1,0,0,78
2715,2018,1,0,0,0,1,0,0,62
2716,2018,1,0,0,0,1,0,0,97
2717,2009,1,0,0,0,1,0,0,102
2718,2006,1,0,0,0,1,0,0,95
2719,2018,0,0,0,1,0,1,1,0
2720,2016,1,0,0,0,1,0,0,115
2721,2018,1,0,0,0,1,0,0,102
2722,2016,1,0,0,0,1,0,0,99
2723,2018,1,0,0,0,1,0,0,74
2724,2018,1,0,0,0,1,0,0,100
2725,2017,0,0,0,1,1,0,0,150
2726,2018,0,0,1,0,1,0,0,87
2727,2016,0,0,0,1,1,0,0,129
2728,2016,1,0,0,0,1,0,0,91
2729,2017,1,0,0,0,1,0,0,115
2730,2018,1,0,0,0,1,0,0,140
2731,2018,1,0,0,0,1,0,0,79
2732,2018,0,0,1,0,1,0,0,104
2733,2018,0,0,0,1,0,1,1,0
2734,2018,1,0,0,0,1,0,0,121
2735,2017,1,0,0,0,1,0,0,94
2736,2018,0,0,0,1,1,0,0,58
2737,2018,1,0,0,0,1,0,0,51
2738,2018,1,0,0,0,1,0,0,69
2739,2017,1,0,0,0,1,0,0,104
2740,2018,1,0,0,0,1,0,0,94
2741,1998,0,0,0,1,1,0,0,166
2742,2007,0,0,1,0,1,0,0,155
2743,2017,0,0,0,1,1,0,0,145
2744,2016,1,0,0,0,1,0,0,106
2745,2016,0,0,0,1,1,0,0,94
2746,2017,0,0,1,0,1,0,0,127
2747,2017,1,0,0,0,1,0,0,87
2748,2004,0,0,1,0,1,0,0,185
2749,2014,1,0,0,0,1,0,0,75
2750,2014,1,0,0,0,1,0,0,89
2751,2014,1,0,0,0,1,0,0,81
2752,2008,1,0,0,0,1,0,0,47
2753,2004,1,0,0,0,1,0,0,46
2754,2016,0,0,0,1,1,0,0,125
2755,2004,0,0,0,1,1,0,0,160
2756,2017,1,0,0,0,1,0,0,110
2757,2018,1,0,0,0,1,0,0,67
2758,2017,1,0,0,0,1,0,0,105
2759,2018,1,0,0,0,1,0,0,127
2760,2017,1,0,0,0,1,0,0,109
2761,2017,0,0,1,0,1,0,0,134
2762,2018,1,0,0,0,1,0,0,60
2763,2018,1,0,0,0,1,0,0,96
2764,2018,1,0,0,0,1,0,0,65
2765,2018,0,0,0,1,1,0,0,133
2766,2018,0,0,0,1,1,0,0,96
2767,2018,1,0,0,0,1,0,0,95
2768,2018,0,0,0,1,1,0,0,97
2769,2018,0,0,0,1,1,0,0,102
2770,2017,1,0,0,0,1,0,0,116
2771,2017,0,0,0,1,1,0,0,102
2772,2017,1,0,0,0,1,0,0,117
2773,2017,0,0,1,0,1,0,0,96
2774,1998,0,0,0,1,1,0,0,69
2775,2017,1,0,0,0,1,0,0,108
2776,2018,1,0,0,0,1,0,0,102
2777,2018,1,0,0,0,1,0,0,61
2778,2018,1,0,0,0,1,0,0,49
2779,2017,1,0,0,0,1,0,0,87
2780,2018,1,0,0,0,1,0,0,59
2781,2018,1,0,0,0,1,0,0,63
2782,2018,0,0,0,1,1,0,0,62
2783,2018,0,0,0,1,1,0,0,108
2784,2018,1,0,0,0,1,0,0,95
2785,2017,1,0,0,0,1,0,0,99
2786,2018,1,0,0,0,1,0,0,62
2787,2017,0,0,0,1,0,1,1,0
2788,1980,0,0,0,1,1,0,0,147
2789,1986,0,0,0,1,1,0,0,153
2790,2017,0,0,1,0,1,0,0,87
2791,2017,0,0,0,1,1,0,0,124
2792,2018,0,0,0,1,1,0,0,94
2793,2018,1,0,0,0,1,0,0,71
2794,2017,1,0,0,0,1,0,0,135
2795,2016,0,0,0,1,1,0,0,97
2796,2018,1,0,0,0,0,1,1,0
2797,2017,0,0,0,1,1,0,0,86
2798,2010,0,0,0,1,0,1,5,0
2799,2017,1,0,0,0,0,1,1,0
2800,2017,1,0,0,0,1,0,0,82
2801,2016,1,0,0,0,1,0,0,102
2802,2017,0,0,0,1,1,0,0,105
2803,2017,0,0,0,1,1,0,0,106
2804,2017,1,0,0,0,1,0,0,91
2805,2017,1,0,0,0,1,0,0,61
2806,2017,1,0,0,0,1,0,0,80
2807,2017,0,0,1,0,0,1,1,0
2808,2017,1,0,0,0,1,0,0,118
2809,2017,1,0,0,0,1,0,0,94
2810,2017,0,1,0,0,1,0,0,84
2811,2016,1,0,0,0,1,0,0,103
2812,2017,1,0,0,0,1,0,0,69
2813,2017,0,1,0,0,1,0,0,105
2814,2017,1,0,0,0,1,0,0,128
2815,2017,0,0,0,1,1,0,0,86
2816,2015,1,0,0,0,1,0,0,109
2817,2017,1,0,0,0,1,0,0,70
2818,2017,1,0,0,0,1,0,0,89
2819,1986,0,0,0,1,1,0,0,162
2820,1991,0,0,0,1,1,0,0,163
2821,2017,0,0,1,0,1,0,0,27
2822,2017,1,0,0,0,1,0,0,67
2823,2017,1,0,0,0,1,0,0,142
2824,2017,1,0,0,0,1,0,0,78
2825,2017,0,1,0,0,1,0,0,26
2826,2017,0,0,1,0,1,0,0,81
2827,2017,0,0,0,1,1,0,0,119
2828,2017,0,0,1,0,0,1,1,0
2829,2016,1,0,0,0,1,0,0,99
2830,2017,1,0,0,0,1,0,0,96
2831,2017,0,0,0,1,1,0,0,128
2832,2016,1,0,0,0,1,0,0,101
2833,2017,0,0,0,1,1,0,0,109
2834,2017,0,1,0,0,1,0,0,51
2835,2017,0,0,1,0,1,0,0,61
2836,2017,0,0,1,0,1,0,0,73
2837,2017,0,0,1,0,1,0,0,92
2838,2017,1,0,0,0,1,0,0,94
2839,2017,1,0,0,0,1,0,0,135
2840,2017,1,0,0,0,1,0,0,66
2841,2017,1,0,0,0,1,0,0,126
2842,2017,0,0,1,0,0,1,2,0
2843,2017,1,0,0,0,1,0,0,54
2844,2017,1,0,0,0,1,0,0,100
2845,2002,1,0,0,0,1,0,0,81
2846,2016,1,0,0,0,1,0,0,123
2847,2017,0,0,0,1,1,0,0,153
2848,1978,0,0,1,0,1,0,0,141
2849,2016,1,0,0,0,1,0,0,104
2850,2016,0,0,1,0,1,0,0,97
2851,2016,0,1,0,0,1,0,0,82
2852,2017,1,0,0,0,1,0,0,98
2853,2017,1,0,0,0,1,0,0,84
2854,2016,1,0,0,0,1,0,0,76
2855,2017,0,0,0,1,1,0,0,75
2856,2017,0,0,1,0,1,0,0,93
2857,2017,0,0,0,1,1,0,0,98
2858,2016,1,0,0,0,1,0,0,91
2859,2015,1,0,0,0,1,0,0,168
2860,2017,1,0,0,0,1,0,0,68
2861,2017,1,0,0,0,1,0,0,103
2862,2017,1,0,0,0,1,0,0,82
2863,2017,1,0,0,0,1,0,0,94
2864,2017,1,0,0,0,1,0,0,66
2865,2017,0,0,0,1,1,0,0,135
2866,2017,0,0,0,1,1,0,0,144
2867,2015,1,0,0,0,1,0,0,90
2868,1960,0,0,1,0,1,0,0,158
2869,2016,0,0,0,1,1,0,0,83
2870,2016,1,0,0,0,1,0,0,102
2871,2017,1,0,0,0,1,0,0,52
2872,2017,1,0,0,0,1,0,0,85
2873,2017,1,0,0,0,1,0,0,113
2874,2016,1,0,0,0,1,0,0,88
2875,2017,1,0,0,0,1,0,0,89
2876,2017,1,0,0,0,1,0,0,59
2877,2017,1,0,0,0,1,0,0,66
2878,2012,1,0,0,0,1,0,0,135
2879,2017,1,0,0,0,1,0,0,93
2880,2016,0,0,1,0,1,0,0,47
2881,2016,0,0,0,1,1,0,0,118
2882,2017,1,0,0,0,1,0,0,81
2883,2017,1,0,0,0,1,0,0,103
2884,2017,0,0,0,1,1,0,0,103
2885,2015,1,0,0,0,1,0,0,104
2886,2017,1,0,0,0,1,0,0,82
2887,2014,1,0,0,0,1,0,0,112
2888,2017,1,0,0,0,1,0,0,102
2889,2017,1,0,0,0,1,0,0,101
2890,2016,1,0,0,0,1,0,0,119
2891,2017,0,0,0,1,1,0,0,62
2892,2017,0,1,0,0,1,0,0,64
2893,2017,1,0,0,0,1,0,0,137
2894,2017,0,1,0,0,1,0,0,78
2895,2017,1,0,0,0,1,0,0,71
2896,2017,0,0,0,1,1,0,0,99
2897,2017,1,0,0,0,1,0,0,60
2898,2016,1,0,0,0,1,0,0,98
2899,2017,1,0,0,0,1,0,0,70
2900,1988,0,0,0,1,1,0,0,148
2901,2012,1,0,0,0,1,0,0,92
2902,2013,1,0,0,0,1,0,0,107
2903,2006,1,0,0,0,1,0,0,90
2904,1983,0,0,0,1,1,0,0,151
2905,1973,0,0,0,1,1,0,0,132
2906,2017,1,0,0,0,1,0,0,95
2907,1974,0,0,0,1,1,0,0,162
2908,1989,0,0,0,1,1,0,0,163
2909,2016,1,0,0,0,1,0,0,89
2910,2016,1,0,0,0,1,0,0,103
2911,1984,0,0,0,1,1,0,0,160
2912,2016,1,0,0,0,1,0,0,113
2913,2016,0,1,0,0,1,0,0,86
2914,2016,0,0,0,1,1,0,0,83
2915,2017,1,0,0,0,1,0,0,113
2916,2016,1,0,0,0,1,0,0,86
2917,2017,0,0,0,1,1,0,0,57
2918,2016,1,0,0,0,1,0,0,98
2919,2017,1,0,0,0,1,0,0,116
2920,2017,1,0,0,0,1,0,0,100
2921,2017,1,0,0,0,1,0,0,51
2922,2011,0,0,0,1,1,0,0,113
2923,2017,1,0,0,0,1,0,0,124
2924,2017,1,0,0,0,1,0,0,63
2925,2015,1,0,0,0,1,0,0,56
2926,2017,0,0,0,1,1,0,0,94
2927,2017,1,0,0,0,1,0,0,90
2928,2015,1,0,0,0,1,0,0,71
2929,2017,0,0,0,1,1,0,0,97
2930,2015,1,0,0,0,1,0,0,83
2931,2017,0,0,0,1,1,0,0,92
2932,2017,1,0,0,0,1,0,0,165
2933,2015,0,0,0,1,1,0,0,159
2934,2015,0,0,1,0,1,0,0,22
2935,2016,0,0,0,1,1,0,0,105
2936,2017,1,0,0,0,1,0,0,54
2937,2017,1,0,0,0,1,0,0,121
2938,2017,1,0,0,0,1,0,0,103
2939,2017,1,0,0,0,1,0,0,129
2940,2016,1,0,0,0,1,0,0,95
2941,2016,0,1,0,0,1,0,0,80
2942,2016,1,0,0,0,1,0,0,84
2943,2016,0,1,0,0,1,0,0,97
2944,2016,1,0,0,0,1,0,0,86
2945,2015,1,0,0,0,1,0,0,114
2946,2017,1,0,0,0,1,0,0,84
2947,2017,1,0,0,0,1,0,0,67
2948,2017,1,0,0,0,1,0,0,63
2949,2017,1,0,0,0,0,1,1,0
2950,2017,1,0,0,0,1,0,0,116
2951,2017,1,0,0,0,1,0,0,104
2952,2017,0,0,1,0,1,0,0,14
2953,2017,1,0,0,0,1,0,0,108
2954,2014,1,0,0,0,1,0,0,59
2955,2014,1,0,0,0,1,0,0,74
2956,2017,0,0,0,1,0,1,4,0
2957,2017,1,0,0,0,1,0,0,84
2958,2012,0,0,0,1,1,0,0,97
2959,2016,1,0,0,0,0,1,1,0
2960,2011,0,0,1,0,1,0,0,95
2961,1966,0,0,1,0,1,0,0,116
2962,2018,1,0,0,0,1,0,0,86
2963,1971,0,0,0,1,1,0,0,153
2964,2013,1,0,0,0,1,0,0,104
2965,1962,0,0,1,0,1,0,0,163
2966,2016,0,0,0,1,1,0,0,106
2967,1994,0,0,0,1,1,0,0,148
2968,2016,0,0,1,0,1,0,0,105
2969,2017,1,0,0,0,1,0,0,121
2970,2017,1,0,0,0,1,0,0,66
2971,2015,1,0,0,0,1,0,0,102
2972,2017,1,0,0,0,1,0,0,89
2973,2016,0,0,1,0,1,0,0,161
2974,2017,0,0,1,0,1,0,0,24
2975,2017,1,0,0,0,1,0,0,66
2976,2017,0,0,1,0,0,1,2,0
2977,2017,0,0,1,0,1,0,0,104
2978,2017,1,0,0,0,1,0,0,73
2979,2017,0,0,1,0,1,0,0,47
2980,2017,1,0,0,0,1,0,0,102
2981,2017,0,0,0,1,0,1,1,0
2982,2017,1,0,0,0,1,0,0,87
2983,2017,0,0,0,1,1,0,0,117
2984,2016,1,0,0,0,1,0,0,119
2985,2016,1,0,0,0,1,0,0,130
2986,2017,1,0,0,0,1,0,0,102
2987,1993,0,0,0,1,1,0,0,154
2988,2017,0,0,1,0,1,0,0,44
2989,2016,1,0,0,0,1,0,0,96
2990,2017,0,0,0,1,1,0,0,47
2991,2017,0,0,1,0,1,0,0,44
2992,2015,1,0,0,0,1,0,0,109
2993,2016,1,0,0,0,1,0,0,89
2994,2017,1,0,0,0,1,0,0,92
2995,1993,0,0,0,1,1,0,0,122
2996,1995,0,0,0,1,1,0,0,154
2997,1969,0,0,1,0,1,0,0,152
2998,1998,0,0,0,1,1,0,0,161
2999,2016,0,0,0,1,1,0,0,123
3000,2017,0,0,1,0,1,0,0,44
3001,2017,1,0,0,0,1,0,0,71
3002,2017,0,0,0,1,1,0,0,153
3003,2017,0,0,0,1,1,0,0,143
3004,2017,1,0,0,0,1,0,0,123
3005,2016,1,0,0,0,1,0,0,80
3006,2017,0,0,0,1,1,0,0,106
3007,2017,1,0,0,0,1,0,0,101
3008,2017,1,0,0,0,1,0,0,59
3009,1992,0,0,0,1,1,0,0,164
3010,1994,0,0,0,1,1,0,0,151
3011,2016,1,0,0,0,1,0,0,84
3012,1995,0,0,0,1,1,0,0,142
3013,2016,1,0,0,0,1,0,0,110
3014,2016,0,0,0,1,1,0,0,86
3015,2017,1,0,0,0,1,0,0,101
3016,2017,1,0,0,0,1,0,0,88
3017,2017,0,0,1,0,1,0,0,86
3018,2017,1,0,0,0,1,0,0,61
3019,2017,1,0,0,0,1,0,0,81
3020,2017,1,0,0,0,1,0,0,72
3021,2017,0,0,1,0,1,0,0,98
3022,2017,1,0,0,0,1,0,0,64
3023,2016,1,0,0,0,1,0,0,111
3024,1996,0,0,0,1,1,0,0,148
3025,1996,0,0,0,1,1,0,0,163
3026,2016,1,0,0,0,1,0,0,95
3027,2016,1,0,0,0,1,0,0,99
3028,2017,1,0,0,0,1,0,0,93
3029,2015,1,0,0,0,1,0,0,89
3030,2016,1,0,0,0,1,0,0,83
3031,2016,1,0,0,0,1,0,0,104
3032,2017,1,0,0,0,1,0,0,53
3033,2017,1,0,0,0,1,0,0,95
3034,2016,0,0,0,1,1,0,0,149
3035,2016,1,0,0,0,1,0,0,106
3036,2016,1,0,0,0,1,0,0,108
3037,2017,1,0,0,0,1,0,0,66
3038,2017,1,0,0,0,1,0,0,113
3039,2017,1,0,0,0,1,0,0,83
3040,2017,1,0,0,0,1,0,0,50
3041,2014,0,0,1,0,1,0,0,97
3042,2014,0,0,0,1,1,0,0,105
3043,2016,0,0,0,1,1,0,0,107
3044,2017,1,0,0,0,1,0,0,99
3045,2016,0,0,0,1,1,0,0,101
3046,2016,0,0,0,1,1,0,0,81
3047,2016,1,0,0,0,1,0,0,92
3048,2017,0,0,0,1,1,0,0,131
3049,2016,1,0,0,0,1,0,0,101
3050,2016,1,0,0,0,1,0,0,96
3051,2017,1,0,0,0,1,0,0,85
3052,2016,1,0,0,0,1,0,0,110
3053,2017,1,0,0,0,1,0,0,89
3054,2016,1,0,0,0,1,0,0,88
3055,2016,1,0,0,0,1,0,0,88
3056,1971,0,0,0,1,1,0,0,143
3057,2015,1,0,0,0,1,0,0,83
3058,2014,0,0,0,1,1,0,0,107
3059,1975,0,0,0,1,1,0,0,134
3060,2017,1,0,0,0,1,0,0,78
3061,2016,1,0,0,0,1,0,0,81
3062,2016,1,0,0,0,1,0,0,106
3063,2016,1,0,0,0,0,1,2,0
3064,2017,1,0,0,0,1,0,0,102
3065,2017,1,0,0,0,1,0,0,63
3066,2017,1,0,0,0,1,0,0,91
3067,2016,0,0,0,1,1,0,0,93
3068,2017,1,0,0,0,1,0,0,93
3069,2017,1,0,0,0,0,1,1,0
3070,2016,1,0,0,0,1,0,0,97
3071,2017,0,0,0,1,1,0,0,92
3072,2016,1,0,0,0,1,0,0,137
3073,1992,0,0,1,0,1,0,0,143
3074,2001,1,0,0,0,1,0,0,168
3075,2006,1,0,0,0,1,0,0,117
3076,2016,0,0,1,0,1,0,0,87
3077,2001,0,0,0,1,1,0,0,160
3078,2017,1,0,0,0,1,0,0,62
3079,2016,1,0,0,0,1,0,0,109
3080,2017,1,0,0,0,1,0,0,102
3081,2013,0,0,1,0,1,0,0,118
3082,2017,1,0,0,0,1,0,0,57
3083,2016,1,0,0,0,1,0,0,94
3084,2017,1,0,0,0,1,0,0,71
3085,2016,0,0,0,1,1,0,0,123
3086,2015,1,0,0,0,1,0,0,97
3087,2015,1,0,0,0,1,0,0,99
3088,2017,1,0,0,0,1,0,0,97
3089,2017,0,0,0,1,1,0,0,67
3090,2016,1,0,0,0,1,0,0,105
3091,2016,0,1,0,0,1,0,0,78
3092,2016,0,1,0,0,1,0,0,99
3093,2016,1,0,0,0,1,0,0,119
3094,2015,1,0,0,0,1,0,0,109
3095,2016,1,0,0,0,1,0,0,92
3096,2015,1,0,0,0,1,0,0,88
3097,2017,1,0,0,0,1,0,0,71
3098,2017,1,0,0,0,1,0,0,64
3099,2016,1,0,0,0,1,0,0,97
3100,2017,1,0,0,0,1,0,0,54
3101,2017,1,0,0,0,1,0,0,78
3102,2014,1,0,0,0,1,0,0,86
3103,2015,0,0,1,0,1,0,0,154
3104,2014,0,0,0,1,1,0,0,179
3105,2015,0,0,0,1,1,0,0,93
3106,2016,1,0,0,0,1,0,0,97
3107,2016,1,0,0,0,1,0,0,108
3108,2014,0,1,0,0,1,0,0,92
3109,2017,1,0,0,0,1,0,0,78
3110,2015,1,0,0,0,1,0,0,87
3111,2016,0,0,0,1,1,0,0,99
3112,2017,1,0,0,0,1,0,0,91
3113,2016,1,0,0,0,1,0,0,102
3114,2017,1,0,0,0,1,0,0,67
3115,2017,1,0,0,0,1,0,0,57
3116,2016,0,0,0,1,1,0,0,130
3117,2017,1,0,0,0,1,0,0,80
3118,2017,1,0,0,0,1,0,0,66
3119,2008,1,0,0,0,1,0,0,105
3120,2014,0,0,1,0,1,0,0,98
3121,2014,1,0,0,0,1,0,0,91
3122,2014,1,0,0,0,1,0,0,123
3123,2017,1,0,0,0,1,0,0,104
3124,2015,1,0,0,0,1,0,0,109
3125,2017,0,0,0,1,1,0,0,74
3126,2016,0,0,0,1,1,0,0,84
3127,2017,0,0,0,1,1,0,0,98
3128,2013,0,0,1,0,1,0,0,22
3129,2016,1,0,0,0,1,0,0,100
3130,2016,0,0,1,0,1,0,0,75
3131,2017,1,0,0,0,1,0,0,69
3132,2016,1,0,0,0,1,0,0,97
3133,2007,0,0,1,0,1,0,0,92
3134,2011,1,0,0,0,1,0,0,92
3135,2016,1,0,0,0,1,0,0,146
3136,2016,1,0,0,0,1,0,0,97
3137,2016,1,0,0,0,1,0,0,93
3138,2016,1,0,0,0,1,0,0,62
3139,2016,0,0,1,0,1,0,0,22
3140,2016,0,0,0,1,1,0,0,88
3141,2016,1,0,0,0,1,0,0,105
3142,2016,1,0,0,0,1,0,0,88
3143,2015,1,0,0,0,1,0,0,93
3144,2015,1,0,0,0,1,0,0,98
3145,2012,0,0,1,0,0,1,5,0
3146,2016,0,0,1,0,1,0,0,88
3147,2016,1,0,0,0,1,0,0,31
3148,2016,1,0,0,0,1,0,0,83
3149,2015,0,1,0,0,1,0,0,38
3150,2016,0,0,0,1,1,0,0,108
3151,2016,1,0,0,0,1,0,0,97
3152,2016,1,0,0,0,1,0,0,81
3153,2016,0,0,0,1,1,0,0,70
3154,2016,1,0,0,0,1,0,0,62
3155,2016,1,0,0,0,1,0,0,99
3156,2016,0,0,0,1,1,0,0,112
3157,2016,1,0,0,0,1,0,0,90
3158,2014,0,0,0,1,1,0,0,89
3159,2013,0,0,1,0,1,0,0,24
3160,2015,0,0,0,1,1,0,0,100
3161,2015,1,0,0,0,1,0,0,116
3162,2016,1,0,0,0,1,0,0,92
3163,1979,1,0,0,0,1,0,0,79
3164,2016,0,0,0,1,1,0,0,72
3165,2016,1,0,0,0,1,0,0,92
3166,2016,1,0,0,0,1,0,0,61
3167,2016,1,0,0,0,1,0,0,88
3168,2012,0,0,0,1,1,0,0,113
3169,2016,1,0,0,0,1,0,0,67
3170,2012,1,0,0,0,1,0,0,65
3171,2016,1,0,0,0,1,0,0,62
3172,2016,1,0,0,0,1,0,0,107
3173,2016,1,0,0,0,1,0,0,69
3174,2012,1,0,0,0,1,0,0,77
3175,2016,0,0,0,1,1,0,0,98
3176,2016,1,0,0,0,1,0,0,71
3177,2016,1,0,0,0,1,0,0,64
3178,2015,0,0,1,0,1,0,0,59
3179,2016,1,0,0,0,1,0,0,91
3180,2015,1,0,0,0,1,0,0,107
3181,2016,0,1,0,0,1,0,0,92
3182,2016,0,0,0,1,1,0,0,89
3183,2016,0,0,1,0,1,0,0,107
3184,2016,0,0,0,1,1,0,0,94
3185,2016,1,0,0,0,1,0,0,110
3186,2016,1,0,0,0,1,0,0,81
3187,2016,1,0,0,0,1,0,0,77
3188,2016,1,0,0,0,1,0,0,64
3189,2016,1,0,0,0,1,0,0,97
3190,2012,1,0,0,0,1,0,0,77
3191,2008,0,0,1,0,1,0,0,94
3192,2010,0,0,0,1,1,0,0,94
3193,2015,0,0,0,1,1,0,0,91
3194,2016,1,0,0,0,1,0,0,80
3195,2016,1,0,0,0,1,0,0,95
3196,2016,1,0,0,0,1,0,0,90
3197,2016,1,0,0,0,1,0,0,73
3198,2016,1,0,0,0,1,0,0,108
3199,2016,0,0,1,0,1,0,0,25
3200,2016,1,0,0,0,1,0,0,86
3201,2015,1,0,0,0,1,0,0,105
3202,2010,1,0,0,0,1,0,0,100
3203,2016,1,0,0,0,1,0,0,96
3204,2015,1,0,0,0,1,0,0,97
3205,2016,0,0,1,0,1,0,0,73
3206,2015,1,0,0,0,0,1,1,0
3207,2016,0,0,0,1,1,0,0,132
